,family,given,suffix,particle,dropping_particle,nick,appellation,title,canonical_string_collector_parsed,occurrenceID_collectors_count,occurrenceID_collectors_firstsample,index,namematch_collector,namematch_wikidata,namematch_distance
13898,Pogge,,,,,,,,Pogge,1,https://herbarium.bgbm.org/object/B100367558,3276,Pogge,"Pogge, P.",0.43
13967,Ponomarchuk,G.,,,,,,,"Ponomarchuk, G.",1,https://herbarium.bgbm.org/object/B100355632,8375,"Ponomarchuk, G.","Ponomarchuk, G.I.",0.43
14005,Porter,,,,,,,,Porter,1,https://herbarium.bgbm.org/object/B100108785,16605,Porter,"Porter, J.",0.43
14114,Preuss,,,,,,,,Preuss,33,https://herbarium.bgbm.org/object/B200056656,16089,Preuss,"Preuss, H.",0.43
14482,Rankin,,,,,,,,Rankin,5,https://herbarium.bgbm.org/object/B100051930,13294,Rankin,"Rankin, R.",0.43
14575,Rechsteiner,,,,,,,,Rechsteiner,1,https://herbarium.bgbm.org/object/B100461721,19617,Rechsteiner,"Rechsteiner, J.C.",0.43
14814,Richter,,,,,,,,Richter,152,https://herbarium.bgbm.org/object/B100848807,3614,Richter,"Richter, H.",0.43
14906,Risso,,,,,,,,Risso,1,https://herbarium.bgbm.org/object/B100461083,18986,Risso,"Risso, A.",0.43
14915,Ritter,,,,,,,,Ritter,5,https://herbarium.bgbm.org/object/B100268878,18288,Ritter,"Ritter, M.",0.43
14986,Roca,,,,,,,,Roca,1,https://herbarium.bgbm.org/object/B100367432,13868,Roca,"Roca, A.",0.43
15017,Rodrigues,S.,,,,,,,"Rodrigues, S.",1,https://herbarium.bgbm.org/object/B200164114,11474,"Rodrigues, S.","Rodrigues, S.A.",0.43
15027,Rodriguez,J.M.,,,,,,,"Rodriguez, J.M.",3,https://herbarium.bgbm.org/object/B100076339,17838,"Rodriguez, J.M.","Rodriguez, J.",0.43
15198,Rosenthal,,,,,,,,Rosenthal,1,https://herbarium.bgbm.org/object/B101139887,17466,Rosenthal,"Rosenthal, K.",0.43
15360,Ruiz-Terán,L.,,,,,,,"Ruiz-Terán, L.",2,https://herbarium.bgbm.org/object/B100243767,6028,"Ruiz-Terán, L.","Ruiz-Terán, L.E.",0.43
15404,Rustan,,,,,,,,Rustan,1,https://herbarium.bgbm.org/object/B100341078,13247,Rustan,"Rustan, Ø.H.",0.43
15439,Rätzel,,,,,,,,Rätzel,3,https://dr.jacq.org/DR016259,5538,Rätzel,"Rätzel, S.",0.43
15488,Sabeti,,,,,,,,Sabeti,2,https://herbarium.bgbm.org/object/B100108793,17803,Sabeti,"Sabeti, H.",0.43
15851,Schelkovnikov,A.B.,,,,,,,"Schelkovnikov, A.B.",8,https://je.jacq.org/JE00011289,4068,"Schelkovnikov, A.B.","Shelkovnikov, A.B.",0.43
15936,Schipczinsky,N.V.,,,,,,,"Schipczinsky, N.V.",2,https://dr.jacq.org/DR045902,3995,"Schipczinsky, N.V.","Schipczinsky, N.",0.43
16144,Schramm,,,,,,,,Schramm,10,https://herbarium.bgbm.org/object/B100560582b,18631,Schramm,"Schramm, A.",0.43
16148,Schrank,,,,,,,,Schrank,1,https://dr.jacq.org/DR000127,8350,Schrank,"Schrank, A.",0.43
16214,Schultz,,,,,,,,Schultz,18,https://je.jacq.org/JE00011056,13899,Schultz,"Schultz, A.",0.43
16242,Schultze-Motel,P.,,,,,,,"Schultze-Motel, P.",2,https://herbarium.bgbm.org/object/B100414907,10306,"Schultze-Motel, P.","Schultze-Motel, J.",0.43
16244,Schultze-Rhonhof,A.,,,,,,,"Schultze-Rhonhof, A.",13,https://herbarium.bgbm.org/object/B100248601,6194,"Schultze-Rhonhof, A.","Schultze-Rhonhof, H.",0.43
16949,Snijman,D.,,,,,,,"Snijman, D.",8,http://id.snsb.info/snsb/collection/20055/28834/19875,8318,"Snijman, D.","Snijman, D.A.",0.43
17119,Speckmoser,,,,,,,,Speckmoser,2,https://je.jacq.org/JE00021631,3077,Speckmoser,"Speckmoser, U.",0.43
17190,Stadler,,,,,,,,Stadler,1,http://id.snsb.info/snsb/collection/518815/642076/300384,1346,Stadler,"Stadler, S.",0.43
17337,Steudel,,,,,,,,Steudel,1,http://id.snsb.info/snsb/collection/19525/28304/19345,5532,Steudel,"Steudel, B.",0.43
17442,Strasser,,,,,,,,Strasser,3,https://herbarium.bgbm.org/object/B100483877,13309,Strasser,"Strasser, P.",0.43
17500,Studniczka,K.,,,,,,,"Studniczka, K.",6,https://herbarium.bgbm.org/object/B101037961,5173,"Studniczka, K.","Studniczka, C.",0.43
17684,Sánchez-Pinto,L.,,,,,,,"Sánchez-Pinto, L.",4,https://herbarium.bgbm.org/object/B600128668,12719,"Sánchez-Pinto, L.","Sánchez-Pinto, L.M.",0.43
17803,Taubert,,,,,,,,Taubert,3,https://dr.jacq.org/DR053038,3292,Taubert,"Taubert, P.",0.43
18038,Tikhomirov,V.,,,,,,,"Tikhomirov, V.",1,https://herbarium.bgbm.org/object/B100630485,15899,"Tikhomirov, V.","Tikhomirov, V.A.",0.43
18140,Torges,,,,,,,,Torges,17,https://herbarium.bgbm.org/object/B101013213,15168,Torges,"Torges, E.",0.43
18363,Tzanoudakis,D.,,,,,,,"Tzanoudakis, D.",8,https://herbarium.bgbm.org/object/B100365751,13387,"Tzanoudakis, D.","Tzanoudakis, D.B.",0.43
18449,Unger,,,,,,,,Unger,2,https://dr.jacq.org/DR025414,15219,Unger,"Unger, M.",0.43
18496,Uspenskaja,,,,,,,,Uspenskaja,1,https://herbarium.bgbm.org/object/B100088434,17351,Uspenskaja,"Uspenskaja, M.S.",0.43
18581,Vargas,,,,,,,,Vargas,5,https://herbarium.bgbm.org/object/B101137937,9742,Vargas,"Vargas, C.",0.43
18863,Vogel,,,,,,,,Vogel,32,https://dr.jacq.org/DR046872,12802,Vogel,"Vogel, J.",0.43
18962,Vásquez,,,,,,,,Vásquez,22,https://herbarium.bgbm.org/object/B200172969,8044,Vásquez,"Vásquez, R.",0.43
18992,Wagenitz,,,,,,,,Wagenitz,1,https://herbarium.bgbm.org/object/B180003863,4565,Wagenitz,"Wagenitz, G.",0.43
19128,Warnstorf,,,,,,,,Warnstorf,11,https://herbarium.bgbm.org/object/B101001951,9729,Warnstorf,"Warnstorf, C.",0.43
19232,Weiller,,,,,,,,Weiller,1,https://dr.jacq.org/DR048958,18879,Weiller,"Weiller, A.",0.43
19385,White,,,,,,,,White,3,https://herbarium.bgbm.org/object/B100127198,10526,White,"White, J.",0.43
19444,Wierzbicki,P.,,,,,,,"Wierzbicki, P.",1,https://herbarium.bgbm.org/object/B100461592,15444,"Wierzbicki, P.","Wierzbicki, A.",0.43
19464,Wigand,,,,,,,,Wigand,6,https://herbarium.bgbm.org/object/B101156349,10767,Wigand,"Wigand, J.",0.43
19942,Zdorovjeva,E.,,,,,,,"Zdorovjeva, E.",1,https://herbarium.bgbm.org/object/B100127307,919,"Zdorovjeva, E.","Zdorovjeva, E.N.",0.43
19982,Zetterstedt,,,,,,,,Zetterstedt,1,https://herbarium.bgbm.org/object/B100384282,14260,Zetterstedt,"Zetterstedt, J.E.",0.43
20049,Zimmermann,J.,,,,,,,"Zimmermann, J.",5,http://id.snsb.info/snsb/collection/118564/177363/119523,9736,"Zimmermann, J.","Zimmerman, J.",0.43
108,Afzelius,K.,,,,,,,"Afzelius, K.",1,https://herbarium.bgbm.org/object/B100160845,1700,"Afzelius, K.","Afzelius, K.R.",0.44
236,Aldasoro,J.,,,,,,,"Aldasoro, J.",8,https://herbarium.bgbm.org/object/B101167860,11108,"Aldasoro, J.","Aldasoro, J.J.",0.44
284,Allioni,,,,,,,,Allioni,2,https://herbarium.bgbm.org/object/B100241191,18068,Allioni,"Allioni, C.",0.44
684,Attar,,,,,,,,Attar,5,https://herbarium.bgbm.org/object/B101115560,158,Attar,"Attar, F.",0.44
923,Barbey,,,,,,,,Barbey,3,https://herbarium.bgbm.org/object/B101157071b,11839,Barbey,"Barbey, A.",0.44
1025,Baschant,,,,,,,,Baschant,202,https://herbarium.bgbm.org/object/B101068150,1611,Baschant,"Baschant, R.",0.44
1335,Bernard,,,,,,,,Bernard,7,https://je.jacq.org/JE00017647,18729,Bernard,"Bernard, J.",0.44
1359,Bernoulli,,,,,,,,Bernoulli,2,https://dr.jacq.org/DR052477,11132,Bernoulli,"Bernoulli, W.",0.44
1502,Binder,,,,,,,,Binder,25,https://herbarium.bgbm.org/object/B100127296,17658,Binder,"Binder, M.",0.44
1555,Blackburn,J.,,,,,,,"Blackburn, J.",1,https://herbarium.bgbm.org/object/B100167562,1097,"Blackburn, J.","Blackburn, T.",0.44
1681,Bohatsch,,,,,,,,Bohatsch,1,https://dr.jacq.org/DR000286,19951,Bohatsch,"Bohatsch, F.",0.44
1701,Bojer,,,,,,,,Bojer,1,https://herbarium.bgbm.org/object/B100000994b,1805,Bojer,"Bojer, W.",0.44
1906,Bourgeau,,,,,,,,Bourgeau,17,https://herbarium.bgbm.org/object/B100145106,235,Bourgeau,"Bourgeau, E.",0.44
1951,Bradley,,,,,,,,Bradley,3,https://herbarium.bgbm.org/object/B100461568,10053,Bradley,"Bradley, R.",0.44
1990,Brandt,,,,,,,,Brandt,14,https://dr.jacq.org/DR038824,16059,Brandt,"Brandt, J.",0.44
2033,Breedlove,D.,,,,,,,"Breedlove, D.",1,https://herbarium.bgbm.org/object/B600063930,9523,"Breedlove, D.","Breedlove, D.E.",0.44
2063,Brennan,,,,,,,,Brennan,1,https://herbarium.bgbm.org/object/B101104862,10352,Brennan,"Brennan, K.",0.44
2190,Brunner,,,,,,,,Brunner,4,https://je.jacq.org/JE00020787,14448,Brunner,"Brunner, C.",0.44
2201,Brunsfeld,S.,,,,,,,"Brunsfeld, S.",2,https://herbarium.bgbm.org/object/BGT0003839,5426,"Brunsfeld, S.","Brunsfeld, S.J.",0.44
2417,Byfield,A.J.,,,,,,,"Byfield, A.J.",1,https://herbarium.bgbm.org/object/B100365911,13338,"Byfield, A.J.","Byfield, A.",0.44
2433,Bäcker,,,,,,,,Bäcker,1,https://herbarium.bgbm.org/object/B100127541,13243,Bäcker,"Böcker, R.",0.44
2459,Böcker,,,,,,,,Böcker,3,https://herbarium.bgbm.org/object/B180021068,16985,Böcker,"Böcker, R.",0.44
2530,Cabrera,D.,,,,,,,"Cabrera, D.",1,https://herbarium.bgbm.org/object/B101209947,831,"Cabrera, D.","Cabrera, Á.",0.44
2896,Cervantes,A.A.,,,,,,,"Cervantes, A.A.",6,https://herbarium.bgbm.org/object/B100392506,15837,"Cervantes, A.A.","Cervantes, A.",0.44
2993,Chatterjee,J.,,,,,,,"Chatterjee, J.",1,https://herbarium.bgbm.org/object/B100127709,8306,"Chatterjee, J.","Chatterjee, A.",0.44
3038,Chester,,,,,,,,Chester,1,https://herbarium.bgbm.org/object/B100249733,3708,Chester,"Chester, M.",0.44
3078,Chippendale,G.,,,,,,,"Chippendale, G.",1,http://id.snsb.info/snsb/collection/667895/726505/374168,11687,"Chippendale, G.","Chippendale, G.M.",0.44
3315,Conrath,,,,,,,,Conrath,1,https://herbarium.bgbm.org/object/B100185610,8186,Conrath,"Conrath, P.",0.44
3389,Correns,,,,,,,,Correns,1,https://dr.jacq.org/DR048883,6719,Correns,"Correns, E.",0.44
3462,Crawford,D.,,,,,,,"Crawford, D.",1,https://herbarium.bgbm.org/object/B100467833,10995,"Crawford, D.","Crawford, D.A.",0.44
3523,Crüger,,,,,,,,Crüger,1,https://herbarium.bgbm.org/object/B200124153,6454,Crüger,"Crüger, H.",0.44
3554,Cuming,,,,,,,,Cuming,55,https://herbarium.bgbm.org/object/B200068158,6069,Cuming,"Cuming, H.",0.44
3600,Czernajew,V.M.,,,,,,,"Czernajew, V.M.",2,https://je.jacq.org/JE00021652,5455,"Czernajew, V.M.","Czernajew, V.",0.44
3788,Dehne,,,,,,,,Dehne,4,https://dr.jacq.org/DR009483,15788,Dehne,"Dehne, H.-.",0.44
3872,Deppe,,,,,,,,Deppe,8,https://herbarium.bgbm.org/object/B100673625,2193,Deppe,"Deppe, F.",0.44
3972,Diguet,,,,,,,,Diguet,1,https://herbarium.bgbm.org/object/B100144790,7130,Diguet,"Diguet, L.",0.44
4202,Duby,,,,,,,,Duby,4,https://herbarium.bgbm.org/object/B100841086,6632,Duby,"Duby, J.É.",0.44
4278,Duret,,,,,,,,Duret,1,https://herbarium.bgbm.org/object/B100249805,19057,Duret,"Duret, J.",0.44
4358,Dörfler,,,,,,,,Dörfler,9,https://herbarium.bgbm.org/object/B109008011,12824,Dörfler,"Dörfler, I.",0.44
4415,Eckardt,,,,,,,,Eckardt,213,https://dr.jacq.org/DR009011,15031,Eckardt,"Eckardt, T.",0.44
4458,Eggers,,,,,,,,Eggers,13,https://herbarium.bgbm.org/object/B101131047,5319,Eggers,"Eggers, H.",0.44
4544,Elborne,S.,,,,,,,"Elborne, S.",1,https://herbarium.bgbm.org/object/B700002292,11164,"Elborne, S.","Elborne, S.A.",0.44
4678,Ershad,,,,,,,,Ershad,2,https://herbarium.bgbm.org/object/B100470755,10677,Ershad,"Ershad, D.",0.44
4688,Escherich,,,,,,,,Escherich,3,https://herbarium.bgbm.org/object/B101182072,2889,Escherich,"Escherich, G.",0.44
4799,Facchini,F.,,,,,,,"Facchini, F.",13,http://id.snsb.info/snsb/collection/195447/479427/177223,9849,"Facchini, F.","Facchini, F.A.",0.44
5016,Fiala,,,,,,,,Fiala,1,https://herbarium.bgbm.org/object/B100157603,9083,Fiala,"Fiala, K.",0.44
5083,Fitzgerald,R.,,,,,,,"Fitzgerald, R.",1,https://herbarium.bgbm.org/object/B100365911,955,"Fitzgerald, R.","FitzGerald, R.D.",0.44
5151,Focke,,,,,,,,Focke,1,https://dr.jacq.org/DR025765,12920,Focke,"Focke, R.",0.44
5751,Geheeb,,,,,,,,Geheeb,1,https://herbarium.bgbm.org/object/B200124412,11658,Geheeb,"Geheeb, A.",0.44
5774,Gelmi,,,,,,,,Gelmi,4,https://herbarium.bgbm.org/object/B101149200,6881,Gelmi,"Gelmi, E.",0.44
5821,Gerloff,,,,,,,,Gerloff,3,https://herbarium.bgbm.org/object/B400025823,13414,Gerloff,"Gerloff, J.",0.44
5910,Gilbert,,,,,,,,Gilbert,4,https://herbarium.bgbm.org/object/B100068438,8809,Gilbert,"Gilbert, G.",0.44
6032,Goetz,,,,,,,,Goetz,1,https://je.jacq.org/JE00025036,11638,Goetz,"Goetz, J.",0.44
6051,Goldmann,,,,,,,,Goldmann,3,https://je.jacq.org/JE04006357,11335,Goldmann,"Goldmann, I.",0.44
6460,Guicciardi,J.,,,,,,,"Guicciardi, J.",65,http://id.snsb.info/snsb/collection/118927/177726/119874,18150,"Guicciardi, J.","Guicciardi, G.",0.44
6517,Gustafsson,J.P.,,,,,,,"Gustafsson, J.P.",1,https://herbarium.bgbm.org/object/B101209564,5524,"Gustafsson, J.P.","Gustafsson, Å.",0.44
6694,Hageman,I.,,,,,,,"Hageman, I.",1,https://herbarium.bgbm.org/object/B101067617,16714,"Hageman, I.","Hagemann, I.",0.44
6841,Hansen,,,,,,,,Hansen,19,https://herbarium.bgbm.org/object/B100649865,7048,Hansen,"Hansen, A.",0.44
6855,Hantzsch,C.,,,,,,,"Hantzsch, C.",27,https://dr.jacq.org/DR048621,17771,"Hantzsch, C.","Hantzsch, C.A.",0.44
6946,Harvey,,,,,,,,Harvey,1,https://herbarium.bgbm.org/object/B200057717,2309,Harvey,"Harvey, M.",0.44
7003,Haumann,L.L.,,,,,,,"Haumann, L.L.",52,https://herbarium.bgbm.org/object/B100614451,13846,"Haumann, L.L.","Hauman, L.L.",0.44
7023,Haussknecht,,,,,,,,Haussknecht,7,https://dr.jacq.org/DR054714,11437,Haussknecht,"Haussknecht, H.C.",0.44
7051,Haynald,,,,,,,,Haynald,3,https://dr.jacq.org/DR048719,15075,Haynald,"Haynald, L.",0.44
7113,Heiland,,,,,,,,Heiland,40,https://herbarium.bgbm.org/object/B100847802,19179,Heiland,"Heiland, M.",0.44
7167,Helfer,,,,,,,,Helfer,4,https://dr.jacq.org/DR058629,19550,Helfer,"Helfer, W.",0.44
7235,Henning,,,,,,,,Henning,4,https://dr.jacq.org/DR001662,4264,Henning,"Henning, J.",0.44
7294,Heringer,,,,,,,,Heringer,5,https://herbarium.bgbm.org/object/B100089462,19084,Heringer,"Heringer, G.",0.44
7327,Hernández,J.,,,,,,,"Hernández, J.",130,https://herbarium.bgbm.org/object/B100033611,9166,"Hernández, J.","Hernández, J.A.",0.44
7847,Huber,,,,,,,,Huber,5,https://je.jacq.org/JE04007453,1320,Huber,"Huber, J.",0.44
7939,Hutchison,,,,,,,,Hutchison,1,https://herbarium.bgbm.org/object/B200144901,6096,Hutchison,"Hutchison, J.A.",0.44
8225,Jagor,,,,,,,,Jagor,12,https://herbarium.bgbm.org/object/B200128652,10147,Jagor,"Jagor, F.",0.44
8475,Jordan,,,,,,,,Jordan,8,https://herbarium.bgbm.org/object/B100841936,9965,Jordan,"Jordan, K.",0.44
9119,Kneucker,,,,,,,,Kneucker,2,https://herbarium.bgbm.org/object/B100293895,11891,Kneucker,"Kneucker, J.A.",0.44
9204,Kohaut,,,,,,,,Kohaut,3,https://herbarium.bgbm.org/object/B100842660,10452,Kohaut,"Kohaut, F.",0.44
9219,Kohlmeyer,J.,,,,,,,"Kohlmeyer, J.",21,https://herbarium.bgbm.org/object/B100847732,17460,"Kohlmeyer, J.","Kohlmeyer, E.",0.44
9269,Koren,,,,,,,,Koren,1,https://herbarium.bgbm.org/object/B100384183,16065,Koren,"Koren, J.",0.44
9376,Krasnoborov,I.M.,,,,,,,"Krasnoborov, I.M.",1,https://je.jacq.org/JE00007076,7433,"Krasnoborov, I.M.","Krasnoborov, I.",0.44
9393,Krauss,,,,,,,,Krauss,34,https://herbarium.bgbm.org/object/B100721719,7836,Krauss,"Krauss, G.",0.44
9559,Kummer,,,,,,,,Kummer,5,https://dr.jacq.org/DR038992,4549,Kummer,"Kummer, G.",0.44
9620,Kuschel,,,,,,,,Kuschel,3,https://herbarium.bgbm.org/object/B180015283,11238,Kuschel,"Kuschel, G.",0.44
9710,Kühn,,,,,,,,Kühn,4,https://dr.jacq.org/DR046516,5874,Kühn,"Kühn, J.",0.44
10236,Levier,,,,,,,,Levier,6,http://id.snsb.info/snsb/collection/518950/642211/300519,19027,Levier,"Levier, E.",0.44
10491,Loddiges,C.L.,,,,,,,"Loddiges, C.L.",1,https://je.jacq.org/JE00014540,18897,"Loddiges, C.L.","Loddiges, C.",0.44
10587,Loschnigg,,,,,,,,Loschnigg,1,https://herbarium.bgbm.org/object/B180012216,6565,Loschnigg,"Loschnigg, V.",0.44
11239,Martínez,,,,,,,,Martínez,52,https://herbarium.bgbm.org/object/B100036594,19258,Martínez,"Martínez, J.",0.44
11269,Maréchal,A.,,,,,,,"Maréchal, A.",1,https://herbarium.bgbm.org/object/B100272726,15378,"Maréchal, A.","Marchal, É.",0.44
11669,Mertens,,,,,,,,Mertens,8,https://herbarium.bgbm.org/object/B100278888,3735,Mertens,"Mertens, R.",0.44
11698,Meusel,,,,,,,,Meusel,3,https://herbarium.bgbm.org/object/B100086978,5577,Meusel,"Meusel, H.",0.44
11708,Meyer,,,,,,,,Meyer,327,https://herbarium.bgbm.org/object/B100173604,17653,Meyer,"Meyer, J.",0.44
11775,Miers,,,,,,,,Miers,24,https://dr.jacq.org/DR068578,16974,Miers,"Miers, J.",0.44
11922,Molina,,,,,,,,Molina,2,https://herbarium.bgbm.org/object/B100066592,7605,Molina,"Molina, J.",0.44
12132,Motelay,,,,,,,,Motelay,4,https://herbarium.bgbm.org/object/B200108258,3456,Motelay,"Motelay, L.",0.44
12254,Murr,,,,,,,,Murr,13,https://herbarium.bgbm.org/object/B100271287,5509,Murr,"Murr, J.",0.44
12277,Muñoz,,,,,,,,Muñoz,6,https://herbarium.bgbm.org/object/B100711200,7514,Muñoz,"Muñoz, J.",0.44
12430,Naranjo,C.,,,,,,,"Naranjo, C.",1,https://herbarium.bgbm.org/object/B100093159,6151,"Naranjo, C.","Naranjo, C.A.",0.44
12704,Nobbe,,,,,,,,Nobbe,1,https://herbarium.bgbm.org/object/B180001945,8387,Nobbe,"Nobbe, F.",0.44
13096,Oswald,,,,,,,,Oswald,2,https://dr.jacq.org/DR048374,12371,Oswald,"Oswald, T.",0.44
13883,Podlech,,,,,,,,Podlech,2,https://herbarium.bgbm.org/object/B100184699,497,Podlech,"Podlech, D.",0.44
13889,Poech,,,,,,,,Poech,1,https://herbarium.bgbm.org/object/B101204710,20040,Poech,"Poech, J.",0.44
14109,Presser,,,,,,,,Presser,5,http://id.snsb.info/snsb/collection/516484/639698/297750,12411,Presser,"Presser, H.",0.44
14173,Prosser,,,,,,,,Prosser,1,https://herbarium.bgbm.org/object/B101229439,17139,Prosser,"Prosser, F.",0.44
14224,Purpus,,,,,,,,Purpus,4,https://herbarium.bgbm.org/object/B100157384,14784,Purpus,"Purpus, J.A.",0.44
14380,Raddi,,,,,,,,Raddi,3,https://herbarium.bgbm.org/object/B200134083a,2189,Raddi,"Raddi, G.",0.44
14400,Ragonese,A.,,,,,,,"Ragonese, A.",1,https://herbarium.bgbm.org/object/B100386922,12456,"Ragonese, A.","Ragonese, A.M.",0.44
14437,Ramos,,,,,,,,Ramos,5,https://herbarium.bgbm.org/object/B100184725,5537,Ramos,"Ramos, M.",0.44
14602,Regalado,J.,,,,,,,"Regalado, J.",8,https://herbarium.bgbm.org/object/B100003540,13319,"Regalado, J.","Regalado, J.C.",0.44
14661,Reimers,,,,,,,,Reimers,2,https://herbarium.bgbm.org/object/B200116891,16207,Reimers,"Reimers, H.",0.44
14859,Riemann,,,,,,,,Riemann,29,https://herbarium.bgbm.org/object/B180019270,15869,Riemann,"Riemann, B.",0.44
14879,Rilke,,,,,,,,Rilke,7,https://herbarium.bgbm.org/object/B100145304,5315,Rilke,"Rilke, S.",0.44
14991,Roche,,,La,,,,,Roche,2,https://herbarium.bgbm.org/object/B180019739,15547,Roche,"Roche, A.",0.44
14994,Rochel,,,,,,,,Rochel,18,https://dr.jacq.org/DR000790,544,Rochel,"Rochel, A.",0.44
15143,Romero,J.,,,,,,,"Romero, J.",1,https://herbarium.bgbm.org/object/B100473505,6640,"Romero, J.","Romero, Á.",0.44
15145,Romero,M.,,,,,,,"Romero, M.",19,https://herbarium.bgbm.org/object/B101142625,9306,"Romero, M.","Romero, Á.",0.44
15224,Rossmässler,,,,,,,,Rossmässler,5,https://dr.jacq.org/DR010062,18266,Rossmässler,"Rossmässler, E.A.",0.44
15701,Sarasin,,,,,,,,Sarasin,21,https://herbarium.bgbm.org/object/B100238022,1640,Sarasin,"Sarasin, F.",0.44
15723,Sartorius,,,,,,,,Sartorius,10,https://je.jacq.org/JE04009513,18754,Sartorius,"Sartorius, O.",0.44
15824,Scharrer,,,,,,,,Scharrer,6,https://je.jacq.org/JE00028042,8009,Scharrer,"Scharrer, H.",0.44
16000,Schmalz,,,,,,,,Schmalz,2,https://dr.jacq.org/DR002286,9937,Schmalz,"Schmalz, E.",0.44
16051,Schmitz,,,,,,,,Schmitz,8,https://herbarium.bgbm.org/object/B200071855,16744,Schmitz,"Schmitz, J.",0.44
16247,Schulz,,,,,,,,Schulz,58,https://dr.jacq.org/DR013132,8556,Schulz,"Schulz, M.",0.44
16419,Schütze,,,,,,,,Schütze,17,https://dr.jacq.org/DR009957,15186,Schütze,"Schütze, P.",0.44
16485,Seidenschwarz,F.G.,,,,,,,"Seidenschwarz, F.G.",1,http://id.snsb.info/snsb/collection/501278/622497/280081,8897,"Seidenschwarz, F.G.","Seidenschwarz, F.",0.44
16613,Severtzov,N.A.,,,,,,,"Severtzov, N.A.",1,http://id.snsb.info/snsb/collection/658785/716561/365762,6325,"Severtzov, N.A.","Severtzov, N.",0.44
16740,Silva,,,De,,,,,Silva,8,http://id.snsb.info/snsb/collection/195709/479790/177485,7258,Silva,"Silva, M.",0.44
16779,Simon,,,,,,,,Simon,3,https://herbarium.bgbm.org/object/B180020115,10032,Simon,"Simon, A.",0.44
17019,Sommer,,,,,,,,Sommer,4,http://id.snsb.info/snsb/collection/519112/642373/300681,3784,Sommer,"Sommer, G.",0.44
17195,Stahel,,,,,,,,Stahel,4,https://herbarium.bgbm.org/object/B100002272,11261,Stahel,"Stahel, G.",0.44
17430,Stout,,,,,,,,Stout,1,https://herbarium.bgbm.org/object/B200143713,13830,Stout,"Stout, A.",0.44
17491,Stuart,,,,,,,,Stuart,1,http://id.snsb.info/snsb/collection/652278/708993/357951,12508,Stuart,"Stuart, C.",0.44
17661,Szépligeti,V.,,,,,,,"Szépligeti, V.",2,https://herbarium.bgbm.org/object/B100145081,19374,"Szépligeti, V.","Szépligeti, G.",0.44
17662,Szépligeti,W.,,,,,,,"Szépligeti, W.",3,https://herbarium.bgbm.org/object/B101068175,16287,"Szépligeti, W.","Szépligeti, G.",0.44
17800,Taton,,,,,,,,Taton,1,https://herbarium.bgbm.org/object/B101149130,5739,Taton,"Taton, A.",0.44
17932,Thierry,G.,,,,,,,"Thierry, G.",11,https://herbarium.bgbm.org/object/B180010789,4294,"Thierry, G.",Thierry,0.44
18197,Traill,J.W.H.,,,,,,,"Traill, J.W.H.",2,https://herbarium.bgbm.org/object/B100247765,12542,"Traill, J.W.H.","Trail, J.W.H.",0.44
18448,Ungar,,,,,,,,Ungar,3,https://herbarium.bgbm.org/object/B180019376,14463,Ungar,"Ungar, K.",0.44
18477,Urquiola,,,,,,,,Urquiola,1,https://herbarium.bgbm.org/object/B100112836,2628,Urquiola,"Urquiola, A.J.",0.44
18612,Vatke,,,,,,,,Vatke,3,https://herbarium.bgbm.org/object/B100177101,15361,Vatke,"Vatke, W.",0.44
18679,Ventura,J.,,,,,,,"Ventura, J.",21,https://herbarium.bgbm.org/object/B100039944,17190,"Ventura, J.","Ventura, J.A.",0.44
18898,Volk,,,,,,,,Volk,8,https://dr.jacq.org/DR019786,5191,Volk,"Volák, J.",0.44
18943,Vukotinović,L.,,,,,,,"Vukotinović, L.",2,https://dr.jacq.org/DR059107,7312,"Vukotinović, L.","Vukotinović, L.F.",0.44
18946,Vulpius,F.,,,,,,,"Vulpius, F.",1,https://dr.jacq.org/DR066033,1714,"Vulpius, F.","Vulpius, F.W.",0.44
18980,Wacker,,,,,,,,Wacker,2,https://herbarium.bgbm.org/object/B100094527,13891,Wacker,"Wacker, H.",0.44
19023,Waibel,,,,,,,,Waibel,2,https://herbarium.bgbm.org/object/B100268689,19977,Waibel,"Waibel, L.",0.44
19255,Weise,,,,,,,,Weise,8,https://dr.jacq.org/DR048269,11901,Weise,"Weise, J.",0.44
19395,Whiting,,,,,,,,Whiting,1,https://herbarium.bgbm.org/object/B100526415,5380,Whiting,"Whiting, M.",0.44
19423,Wiefel,,,,,,,,Wiefel,1,https://herbarium.bgbm.org/object/B100141922,6241,Wiefel,"Wiefel, C.",0.44
19450,Wiesbaur,J.B.,,,,,,,"Wiesbaur, J.B.",114,https://je.jacq.org/JE00003601,6004,"Wiesbaur, J.B.","Wiesbaur, J.",0.44
19697,Womersley,J.,,,,,,,"Womersley, J.",1,https://herbarium.bgbm.org/object/B100146196,10704,"Womersley, J.","Womersley, J.S.",0.44
19886,Zahn,,,,,,,,Zahn,10,https://herbarium.bgbm.org/object/B100004315,8977,Zahn,"Zahn, H.",0.44
20030,Ziesenhenne,R.,,,,,,,"Ziesenhenne, R.",1,https://herbarium.bgbm.org/object/B100186623,4945,"Ziesenhenne, R.","Ziesenhenne, R.C.",0.44
20037,Zimmer,,,,,,,,Zimmer,1,https://dr.jacq.org/DR076179,14397,Zimmer,"Zimmer, C.",0.44
211,Albert,,,,,,,,Albert,7,https://herbarium.bgbm.org/object/B100003518,9147,Albert,"Albert, A.",0.45
